time_s,leader_x_m,leader_y_m,leader_vx_ms,leader_vy_ms,leader_v_ms,follower_x_m,follower_y_m,follower_vx_ms,follower_vy_ms,follower_v_ms,distance_m,nearest_formation_error_m
40.4333,-2.6724,0.3600,0.2895,0.1389,0.3211,-1.3395,-1.5010,-0.1161,-0.0292,0.1198,2.2891,1.3401
40.5335,-2.6479,0.3762,0.2631,0.1524,0.3041,-1.3554,-1.4996,-0.1429,-0.0009,0.1429,2.2779,1.2984
40.6333,-2.6229,0.3884,0.2704,0.1078,0.2911,-1.3665,-1.5040,-0.1372,-0.0221,0.1390,2.2715,1.2610
40.7332,-2.5946,0.4019,0.2771,0.1249,0.3039,-1.3763,-1.5026,-0.1190,0.0037,0.1191,2.2608,1.2220
40.8334,-2.5667,0.4117,0.2852,0.1194,0.3092,-1.3918,-1.5054,-0.1329,-0.0078,0.1331,2.2485,1.1778
40.9350,-2.5455,0.4210,0.2418,0.1022,0.2625,-1.4027,-1.5034,-0.1239,0.0137,0.1247,2.2381,1.1452
41.0345,-2.5112,0.4345,0.2971,0.1204,0.3206,-1.4207,-1.5054,-0.1487,0.0063,0.1488,2.2254,1.0922
41.1342,-2.4715,0.4640,0.3064,0.0790,0.3164,-1.4345,-1.5026,-0.1461,0.0237,0.1480,2.2233,1.0375
41.2348,-2.4474,0.4700,0.2641,0.0676,0.2726,-1.4559,-1.5004,-0.1915,0.0292,0.1937,2.2058,0.9920
41.3348,-2.4100,0.4762,0.3318,0.0637,0.3379,-1.4752,-1.4986,-0.1955,0.0263,0.1973,2.1848,0.9351
41.4348,-2.3836,0.4851,0.3030,0.0831,0.3141,-1.4921,-1.4937,-0.1854,0.0326,0.1883,2.1703,0.8917
41.5359,-2.3566,0.4897,0.2831,0.0588,0.2892,-1.5150,-1.4871,-0.2154,0.0546,0.2222,2.1485,0.8419
41.6344,-2.3232,0.4973,0.3058,0.0327,0.3075,-1.5309,-1.4825,-0.1897,0.0545,0.1974,2.1325,0.7925
41.7345,-2.2895,0.4990,0.3247,0.0206,0.3254,-1.5524,-1.4775,-0.2092,0.0516,0.2155,2.1095,0.7375
41.8344,-2.2586,0.5029,0.3181,0.0213,0.3188,-1.5769,-1.4731,-0.2421,0.0472,0.2466,2.0902,0.6821
41.9348,-2.2272,0.5034,0.3149,0.0113,0.3151,-1.5975,-1.4663,-0.2245,0.0588,0.2321,2.0679,0.6304
42.0355,-2.1940,0.5068,0.3278,0.0247,0.3287,-1.6212,-1.4613,-0.2249,0.0524,0.2309,2.0497,0.5737
42.1349,-2.1653,0.5079,0.3029,-0.0065,0.3029,-1.6540,-1.4528,-0.2939,0.0677,0.3016,2.0263,0.5128
42.2349,-2.1320,0.5074,0.3182,-0.0191,0.3188,-1.6930,-1.4465,-0.2545,0.0660,0.2630,2.0026,0.4414
42.3354,-2.1054,0.5042,0.2844,-0.0280,0.2858,-1.7199,-1.4423,-0.2604,0.0450,0.2642,1.9843,0.3892
42.4358,-2.0716,0.5025,0.3058,-0.0230,0.3067,-1.7457,-1.4375,-0.2597,0.0461,0.2638,1.9671,0.3313
42.5354,-2.0431,0.5025,0.2918,-0.0084,0.2920,-1.7666,-1.4321,-0.2229,0.0479,0.2280,1.9542,0.2842
42.6356,-2.0087,0.4982,0.3197,-0.0477,0.3232,-1.7880,-1.4292,-0.2136,0.0419,0.2177,1.9400,0.2324
42.7356,-1.9805,0.4915,0.2951,-0.0613,0.3014,-1.8137,-1.4273,-0.2394,0.0221,0.2404,1.9261,0.1854
42.8361,-1.9474,0.4833,0.3073,-0.0769,0.3168,-1.8311,-1.4217,-0.2060,0.0391,0.2096,1.9086,0.1501
42.9361,-1.9153,0.4815,0.3156,-0.0391,0.3180,-1.8469,-1.4191,-0.1724,0.0272,0.1746,1.9018,0.1207
43.0364,-1.8867,0.4726,0.3063,-0.0738,0.3151,-1.8651,-1.4196,-0.1439,0.0106,0.1443,1.8923,0.1100
43.1363,-1.8539,0.4686,0.3134,-0.0779,0.3229,-1.8872,-1.4194,-0.1913,0.0030,0.1913,1.8882,0.1169
43.2363,-1.8284,0.4581,0.2755,-0.0874,0.2891,-1.8973,-1.4199,-0.1576,-0.0042,0.1577,1.8793,0.1401
43.3370,-1.7984,0.4457,0.2911,-0.1124,0.3120,-1.9190,-1.4204,-0.1777,-0.0003,0.1777,1.8700,0.1802
43.4367,-1.7664,0.4366,0.3040,-0.1106,0.3234,-1.9323,-1.4222,-0.1675,-0.0127,0.1680,1.8662,0.2178
43.5363,-1.7421,0.4310,0.2635,-0.0750,0.2740,-1.9526,-1.4268,-0.1816,-0.0247,0.1833,1.8697,0.2540
43.6365,-1.7113,0.4181,0.2827,-0.1277,0.3102,-1.9596,-1.4295,-0.1304,-0.0320,0.1342,1.8642,0.2914
43.7368,-1.6838,0.4074,0.2788,-0.1126,0.3007,-1.9800,-1.4338,-0.1443,-0.0392,0.1496,1.8649,0.3361
43.8364,-1.6593,0.3920,0.2646,-0.1362,0.2976,-1.9880,-1.4378,-0.1171,-0.0459,0.1258,1.8591,0.3702
43.9374,-1.6324,0.3804,0.2664,-0.1227,0.2933,-2.0013,-1.4436,-0.0866,-0.0544,0.1023,1.8609,0.4087
44.0369,-1.6085,0.3669,0.2743,-0.1415,0.3086,-2.0166,-1.4498,-0.1329,-0.0651,0.1480,1.8620,0.4473
44.1396,-1.6122,0.3450,0.2438,-0.1650,0.2944,-2.0297,-1.4589,-0.1248,-0.0694,0.1428,1.8516,0.4612
44.2406,-1.5928,0.3309,0.2368,-0.1639,0.2880,-2.0372,-1.4656,-0.1026,-0.0768,0.1282,1.8506,0.4888
44.3411,-1.5664,0.3111,0.2342,-0.1714,0.2902,-2.0481,-1.4745,-0.0947,-0.0862,0.1280,1.8495,0.5273
44.4408,-1.5487,0.2957,0.2199,-0.1752,0.2812,-2.0537,-1.4824,-0.0594,-0.0806,0.1002,1.8485,0.5517
44.5413,-1.5207,0.2783,0.2211,-0.1691,0.2783,-2.0615,-1.4944,-0.0616,-0.1045,0.1213,1.8533,0.5866
44.6422,-1.5045,0.2651,0.1834,-0.1784,0.2559,-2.0673,-1.5054,-0.0564,-0.1121,0.1255,1.8578,0.6078
44.7429,-1.4806,0.2421,0.1833,-0.1960,0.2684,-2.0753,-1.5176,-0.0552,-0.1355,0.1463,1.8574,0.6414
44.8423,-1.4607,0.2231,0.2045,-0.2053,0.2898,-2.0811,-1.5307,-0.0558,-0.1327,0.1440,1.8603,0.6675
44.9419,-1.4376,0.1993,0.2238,-0.2118,0.3081,-2.0862,-1.5449,-0.0406,-0.1512,0.1566,1.8608,0.6972
45.0415,-1.4219,0.1823,0.1964,-0.2008,0.2809,-2.0912,-1.5598,-0.0463,-0.1511,0.1580,1.8662,0.7173
