time_s,leader_x_m,leader_y_m,leader_vx_ms,leader_vy_ms,leader_v_ms,follower_x_m,follower_y_m,follower_vx_ms,follower_vy_ms,follower_v_ms,distance_m,nearest_formation_error_m
8.5112,-1.3979,-1.0627,-0.1904,-0.1944,0.2721,-1.0963,1.0328,-0.5234,-0.1035,0.5336,2.1172,0.3163
8.6118,-1.4194,-1.0806,-0.2196,-0.1663,0.2754,-1.1476,1.0227,-0.5170,-0.1051,0.5276,2.1207,0.2907
8.7114,-1.4423,-1.0956,-0.2086,-0.1624,0.2643,-1.1917,1.0087,-0.4675,-0.1288,0.4850,2.1191,0.2714
8.8109,-1.5007,-1.1215,-0.2569,-0.1613,0.3033,-1.2507,0.9971,-0.5471,-0.1236,0.5609,2.1333,0.2767
8.9112,-1.5220,-1.1382,-0.2239,-0.1653,0.2783,-1.3013,0.9816,-0.5318,-0.1406,0.5500,2.1313,0.2512
9.0114,-1.5498,-1.1539,-0.2589,-0.1597,0.3042,-1.3510,0.9689,-0.5060,-0.1352,0.5238,2.1321,0.2337
9.1119,-1.5716,-1.1683,-0.2376,-0.1318,0.2718,-1.3676,0.9530,-0.4820,-0.1539,0.5060,2.1310,0.2373
9.2119,-1.6001,-1.1793,-0.2693,-0.1181,0.2940,-1.4202,0.9349,-0.5076,-0.1765,0.5374,2.1219,0.2132
9.3118,-1.6278,-1.1916,-0.2717,-0.1169,0.2958,-1.4664,0.9186,-0.4754,-0.1775,0.5074,2.1164,0.1954
9.4117,-1.6575,-1.2048,-0.2896,-0.1266,0.3161,-1.5168,0.8999,-0.4927,-0.1881,0.5274,2.1094,0.1754
9.5123,-1.6789,-1.2168,-0.2490,-0.1429,0.2870,-1.5610,0.8818,-0.4580,-0.1818,0.4928,2.1019,0.1536
9.6121,-1.7096,-1.2266,-0.2963,-0.0931,0.3105,-1.6106,0.8622,-0.4801,-0.1937,0.5177,2.0912,0.1330
9.7117,-1.7371,-1.2328,-0.2902,-0.0812,0.3014,-1.6525,0.8430,-0.4384,-0.1836,0.4753,2.0775,0.1136
9.8123,-1.7664,-1.2424,-0.2912,-0.0898,0.3048,-1.7007,0.8212,-0.4653,-0.2054,0.5086,2.0647,0.0914
9.9123,-1.7912,-1.2510,-0.2716,-0.0930,0.2871,-1.7478,0.8012,-0.4667,-0.1995,0.5075,2.0527,0.0679
10.0127,-1.8219,-1.2569,-0.2970,-0.0697,0.3051,-1.7949,0.7803,-0.4667,-0.2064,0.5103,2.0373,0.0460
10.1127,-1.8475,-1.2622,-0.2721,-0.0350,0.2743,-1.8252,0.7630,-0.4171,-0.2181,0.4707,2.0254,0.0337
10.2125,-1.8792,-1.2669,-0.3026,-0.0431,0.3056,-1.8736,0.7428,-0.4592,-0.2034,0.5022,2.0097,0.0112
10.3135,-1.9084,-1.2695,-0.2986,-0.0310,0.3002,-1.9146,0.7241,-0.4229,-0.1922,0.4645,1.9936,0.0089
10.4132,-1.9360,-1.2769,-0.2840,-0.0610,0.2905,-1.9555,0.7064,-0.4114,-0.1771,0.4479,1.9835,0.0256
10.5134,-1.9710,-1.2785,-0.3396,-0.0416,0.3421,-1.9986,0.6895,-0.4045,-0.1576,0.4341,1.9682,0.0423
10.6135,-1.9951,-1.2808,-0.2727,-0.0104,0.2729,-2.0387,0.6720,-0.3991,-0.1647,0.4317,1.9533,0.0643
10.7131,-2.0318,-1.2784,-0.3179,0.0084,0.3180,-2.0843,0.6555,-0.4404,-0.1614,0.4691,1.9346,0.0844
10.8132,-2.0612,-1.2783,-0.3017,0.0027,0.3017,-2.1226,0.6411,-0.3980,-0.1438,0.4231,1.9204,0.1013
10.9136,-2.0903,-1.2787,-0.3025,0.0071,0.3025,-2.1624,0.6251,-0.3961,-0.1481,0.4229,1.9052,0.1202
11.0138,-2.1215,-1.2789,-0.3083,0.0006,0.3083,-2.2034,0.6115,-0.4034,-0.1330,0.4248,1.8922,0.1368
11.1140,-2.1501,-1.2759,-0.2956,0.0347,0.2977,-2.2382,0.5993,-0.3657,-0.1273,0.3872,1.8772,0.1528
11.2143,-2.1793,-1.2678,-0.2925,0.0672,0.3001,-2.2799,0.5880,-0.3993,-0.1096,0.4141,1.8585,0.1758
11.3144,-2.2119,-1.2655,-0.3025,0.0405,0.3052,-2.3144,0.5747,-0.3632,-0.1151,0.3810,1.8430,0.1898
11.4149,-2.2418,-1.2597,-0.2999,0.0538,0.3047,-2.3537,0.5629,-0.3824,-0.1091,0.3976,1.8260,0.2098
11.5145,-2.2706,-1.2546,-0.2923,0.0483,0.2963,-2.3869,0.5542,-0.3631,-0.0887,0.3738,1.8126,0.2237
11.6142,-2.3016,-1.2483,-0.3012,0.0743,0.3102,-2.4221,0.5447,-0.3517,-0.0871,0.3623,1.7971,0.2395
11.7148,-2.3322,-1.2382,-0.3021,0.0898,0.3152,-2.4562,0.5351,-0.3345,-0.0804,0.3440,1.7776,0.2584
11.8146,-2.3574,-1.2315,-0.2676,0.0734,0.2775,-2.4899,0.5276,-0.3339,-0.0714,0.3414,1.7640,0.2749
11.9156,-2.3915,-1.2211,-0.3108,0.0947,0.3250,-2.5229,0.5228,-0.3206,-0.0420,0.3234,1.7488,0.2879
12.0147,-2.4187,-1.2125,-0.2827,0.0891,0.2964,-2.5580,0.5148,-0.3392,-0.0633,0.3451,1.7329,0.3062
12.1152,-2.4456,-1.2000,-0.2532,0.1320,0.2855,-2.5858,0.5127,-0.3062,-0.0332,0.3080,1.7185,0.3197
12.2150,-2.4756,-1.1875,-0.2881,0.1269,0.3148,-2.6205,0.5061,-0.3176,-0.0414,0.3203,1.6998,0.3389
12.3156,-2.5028,-1.1749,-0.2980,0.1261,0.3236,-2.6485,0.5016,-0.2994,-0.0422,0.3024,1.6828,0.3548
12.4163,-2.5261,-1.1592,-0.2493,0.1495,0.2906,-2.6800,0.5053,-0.2936,-0.0174,0.2941,1.6716,0.3692
12.5158,-2.5536,-1.1486,-0.2505,0.1303,0.2823,-2.7114,0.5047,-0.3059,-0.0051,0.3060,1.6608,0.3809
12.6155,-2.5822,-1.1320,-0.2691,0.1696,0.3181,-2.7391,0.5030,-0.2951,-0.0033,0.2951,1.6424,0.3974
12.7168,-2.6075,-1.1151,-0.2601,0.1685,0.3099,-2.7654,0.5008,-0.2747,-0.0107,0.2749,1.6235,0.4154
12.8188,-2.6309,-1.0985,-0.2524,0.1604,0.2990,-2.7919,0.5012,-0.2624,0.0026,0.2624,1.6077,0.4315
12.9189,-2.6622,-1.0789,-0.2867,0.1828,0.3400,-2.8204,0.5019,-0.2734,0.0100,0.2736,1.5886,0.4481
13.0182,-2.6841,-1.0617,-0.2592,0.1866,0.3194,-2.8433,0.5045,-0.2569,0.0103,0.2571,1.5743,0.4621
13.1201,-2.7077,-1.0433,-0.2299,0.2042,0.3075,-2.8707,0.5077,-0.2650,0.0292,0.2666,1.5595,0.4777
13.2185,-2.7337,-1.0239,-0.2577,0.1984,0.3253,-2.8923,0.5116,-0.2376,0.0429,0.2415,1.5436,0.4909
13.3190,-2.7467,-1.0042,-0.1788,0.1981,0.2668,-2.9198,0.5113,-0.2576,0.0195,0.2583,1.5253,0.5146
13.4195,-2.7747,-0.9836,-0.2255,0.2068,0.3060,-2.9402,0.5201,-0.2286,0.0563,0.2354,1.5127,0.5232
13.5190,-2.7952,-0.9611,-0.2125,0.2187,0.3049,-2.9612,0.5236,-0.2102,0.0526,0.2167,1.4940,0.5413
13.6194,-2.8162,-0.9387,-0.1901,0.2341,0.3016,-2.9856,0.5301,-0.2334,0.0637,0.2419,1.4786,0.5575
13.7198,-2.8368,-0.9178,-0.1997,0.2177,0.2955,-3.0035,0.5409,-0.1987,0.0916,0.2188,1.4682,0.5663
13.8198,-2.8566,-0.8917,-0.2107,0.2399,0.3193,-3.0268,0.5457,-0.2113,0.0925,0.2307,1.4475,0.5877
13.9195,-2.8693,-0.8713,-0.1579,0.2174,0.2687,-3.0449,0.5504,-0.1902,0.0678,0.2019,1.4325,0.6044
14.0198,-2.8890,-0.8496,-0.1802,0.2030,0.2714,-3.0672,0.5596,-0.2076,0.0870,0.2251,1.4204,0.6171
14.1203,-2.9048,-0.8250,-0.1462,0.2430,0.2835,-3.0852,0.5681,-0.1855,0.0913,0.2067,1.4047,0.6331
14.2201,-2.9190,-0.7995,-0.1529,0.2470,0.2904,-3.1031,0.5817,-0.1885,0.1204,0.2237,1.3934,0.6456
14.3203,-2.9336,-0.7756,-0.1478,0.2435,0.2849,-3.1195,0.5923,-0.1685,0.1187,0.2061,1.3805,0.6589
14.4201,-2.9488,-0.7496,-0.1610,0.2468,0.2947,-3.1345,0.6075,-0.1439,0.1498,0.2077,1.3697,0.6692
14.5202,-2.9631,-0.7240,-0.1493,0.2532,0.2939,-3.1480,0.6185,-0.1333,0.1301,0.1863,1.3551,0.6831
14.6193,-2.9747,-0.7004,-0.1157,0.2386,0.2652,-3.1632,0.6324,-0.1400,0.1319,0.1924,1.3461,0.6933
14.7187,-2.9824,-0.6764,-0.0921,0.2394,0.2565,-3.1766,0.6477,-0.1349,0.1469,0.1995,1.3382,0.7033
14.8201,-2.9937,-0.6465,-0.0992,0.2654,0.2834,-3.1897,0.6630,-0.1225,0.1504,0.1940,1.3241,0.7178
14.9190,-3.0076,-0.6205,-0.1247,0.2626,0.2907,-3.2039,0.6794,-0.1301,0.1650,0.2101,1.3146,0.7271
15.0194,-3.0145,-0.5946,-0.0935,0.2478,0.2649,-3.2142,0.6965,-0.1181,0.1761,0.2120,1.3064,0.7365
15.1190,-3.0106,-0.5450,-0.0514,0.2853,0.2899,-3.2241,0.7155,-0.0993,0.1888,0.2134,1.2784,0.7697
15.2190,-3.0181,-0.5143,-0.0717,0.3065,0.3148,-3.2328,0.7331,-0.0876,0.1988,0.2172,1.2657,0.7827
15.3194,-3.0253,-0.4858,-0.0720,0.2924,0.3012,-3.2426,0.7537,-0.0839,0.2123,0.2283,1.2584,0.7909
15.4198,-3.0299,-0.4575,-0.0613,0.2899,0.2963,-3.2517,0.7751,-0.0901,0.2276,0.2448,1.2524,0.7988
15.5199,-3.0330,-0.4275,-0.0426,0.2971,0.3002,-3.2557,0.7949,-0.0518,0.2131,0.2193,1.2425,0.8089
15.6196,-3.0370,-0.3991,-0.0080,0.2935,0.2936,-3.2670,0.8145,-0.0795,0.2041,0.2190,1.2352,0.8193
15.7197,-3.0396,-0.3707,-0.0195,0.2880,0.2886,-3.2733,0.8409,-0.0584,0.2530,0.2596,1.2339,0.8223
15.8198,-3.0404,-0.3412,-0.0280,0.2988,0.3001,-3.2788,0.8641,-0.0485,0.2379,0.2428,1.2286,0.8297
15.9201,-3.0406,-0.3141,-0.0106,0.2801,0.2803,-3.2798,0.8930,-0.0159,0.2768,0.2773,1.2306,0.8282
16.0207,-3.0407,-0.2844,0.0072,0.2854,0.2855,-3.2849,0.9194,-0.0164,0.2919,0.2923,1.2283,0.8328
16.1216,-3.0440,-0.2549,0.0004,0.2909,0.2909,-3.2880,0.9459,-0.0186,0.2786,0.2792,1.2253,0.8356
16.2200,-3.0379,-0.2232,0.0324,0.3092,0.3108,-3.2920,0.9718,-0.0175,0.2738,0.2743,1.2217,0.8441
16.3208,-3.0359,-0.1951,0.0245,0.2904,0.2914,-3.2954,1.0015,-0.0209,0.2940,0.2947,1.2245,0.8443
16.4204,-3.0309,-0.1709,0.0350,0.2562,0.2586,-3.2858,1.0610,-0.0003,0.3012,0.3012,1.2580,0.8093
16.5204,-3.0309,-0.1370,0.0117,0.3118,0.3120,-3.2852,1.0917,0.0123,0.3117,0.3119,1.2547,0.8122
16.6208,-3.0226,-0.1103,0.0722,0.2881,0.2970,-3.2853,1.1224,0.0227,0.3236,0.3243,1.2604,0.8110
17.7934,-3.0142,-0.0765,0.0786,0.3195,0.3291,-3.2846,1.1579,0.0204,0.3496,0.3502,1.2637,0.8119
17.8027,-3.0063,-0.0442,0.0784,0.3211,0.3306,-3.2824,1.1930,0.0225,0.3519,0.3526,1.2676,0.8113
17.8133,-2.9987,-0.0126,0.0779,0.3226,0.3319,-3.2801,1.2281,0.0244,0.3517,0.3525,1.2723,0.8097
17.8493,-2.9940,0.0050,0.0684,0.2835,0.2916,-3.2757,1.2587,0.0306,0.3407,0.3420,1.2850,0.7977
17.9248,-2.9841,0.0319,0.0890,0.2740,0.2881,-3.2733,1.2946,0.0358,0.3592,0.3610,1.2955,0.7919
18.0162,-2.9786,0.0609,0.0744,0.3013,0.3103,-3.2695,1.3257,0.0485,0.3636,0.3668,1.2979,0.7906
18.1136,-2.9739,0.0899,0.0738,0.2745,0.2843,-3.2653,1.3644,0.0510,0.3518,0.3555,1.3073,0.7819
18.2119,-2.9548,0.1144,0.1718,0.2418,0.2966,-3.2602,1.4049,0.0539,0.3888,0.3925,1.3262,0.7724
18.3116,-2.9331,0.1342,0.2014,0.2124,0.2927,-3.2540,1.4413,0.0696,0.3763,0.3827,1.3459,0.7636
18.4116,-2.9132,0.1567,0.2025,0.2219,0.3004,-3.2468,1.4820,0.0804,0.4057,0.4136,1.3666,0.7527
18.5115,-2.8973,0.1778,0.1725,0.2152,0.2758,-3.2408,1.5206,0.0764,0.3958,0.4031,1.3861,0.7415
18.6117,-2.8742,0.1996,0.2093,0.2027,0.2914,-3.2304,1.5628,0.1013,0.4115,0.4238,1.4090,0.7297
18.7114,-2.8529,0.2179,0.2135,0.1871,0.2839,-3.2220,1.6031,0.0994,0.4094,0.4213,1.4335,0.7171
18.8124,-2.8295,0.2381,0.2186,0.1911,0.2904,-3.2115,1.6474,0.1270,0.4311,0.4494,1.4602,0.7034
18.9120,-2.8101,0.2547,0.2012,0.1736,0.2657,-3.1990,1.6910,0.1358,0.4388,0.4593,1.4880,0.6848
19.0119,-2.7806,0.3046,0.2133,0.1870,0.2837,-3.1889,1.7385,0.1355,0.4577,0.4773,1.4909,0.6980
19.1120,-2.7557,0.3222,0.2508,0.1645,0.2999,-3.1757,1.7838,0.1444,0.4576,0.4798,1.5208,0.6828
19.2119,-2.7391,0.3396,0.2103,0.1717,0.2715,-3.1650,1.8314,0.1384,0.4677,0.4877,1.5514,0.6631
19.3122,-2.7075,0.3529,0.2553,0.1496,0.2959,-3.1509,1.8790,0.1512,0.4748,0.4983,1.5892,0.6490
19.4125,-2.6817,0.3683,0.2659,0.1509,0.3058,-3.1366,1.9274,0.1524,0.4754,0.4992,1.6240,0.6336
19.5129,-2.6593,0.3847,0.2363,0.1600,0.2854,-3.1200,1.9759,0.1721,0.4836,0.5134,1.6565,0.6160
19.6131,-2.6305,0.3988,0.2898,0.1166,0.3124,-3.0736,2.0254,0.1650,0.4980,0.5247,1.6859,0.5795
19.7135,-2.6040,0.4095,0.2746,0.1060,0.2944,-3.0540,2.0736,0.1967,0.4857,0.5240,1.7238,0.5616
19.8129,-2.5744,0.4225,0.2986,0.1269,0.3245,-3.0340,2.1232,0.2214,0.4906,0.5383,1.7617,0.5485
19.9136,-2.5517,0.4330,0.2461,0.1106,0.2698,-3.0206,2.1727,0.1645,0.4933,0.5200,1.8018,0.5363
20.0138,-2.5210,0.4417,0.2926,0.0886,0.3058,-2.9922,2.1768,0.2125,0.0099,0.2128,1.7980,0.5406
20.1135,-2.4923,0.4565,0.2954,0.1156,0.3172,-2.9882,2.1776,0.0801,0.0091,0.0807,1.7911,0.5689
20.2135,-2.4670,0.4604,0.2512,0.0670,0.2599,-2.9841,2.1769,0.0493,-0.0028,0.0494,1.7927,0.5898
20.3143,-2.4350,0.4694,0.3022,0.0825,0.3133,-2.9791,2.1763,0.0348,-0.0099,0.0362,1.7915,0.6180
20.4141,-2.4065,0.4754,0.2911,0.0639,0.2981,-2.9743,2.1766,0.0383,-0.0067,0.0389,1.7935,0.6416
20.5135,-2.3770,0.4814,0.2941,0.0600,0.3002,-2.9690,2.1765,0.0199,-0.0038,0.0202,1.7955,0.6659
20.6146,-2.3460,0.4916,0.3196,0.0784,0.3291,-2.9704,2.1762,0.0317,-0.0227,0.0389,1.7966,0.6995
