time_s,leader_x_m,leader_y_m,leader_vx_ms,leader_vy_ms,leader_v_ms,follower_x_m,follower_y_m,follower_vx_ms,follower_vy_ms,follower_v_ms,distance_m,nearest_formation_error_m
0.0009,-1.8438,0.7086,0.2984,-0.0552,0.3034,2.2237,0.7167,-0.3610,0.2975,0.4678,4.0675,nan
0.0992,-1.8120,0.7082,0.3103,-0.0234,0.3112,2.1877,0.7431,-0.3683,0.2690,0.4561,3.9999,nan
0.2000,-1.7825,0.7018,0.2695,-0.0558,0.2752,2.1515,0.7692,-0.3633,0.2473,0.4395,3.9346,nan
0.2994,-1.7486,0.6907,0.3138,-0.0910,0.3267,2.1100,0.7974,-0.4032,0.2628,0.4813,3.8600,nan
0.3999,-1.7220,0.6853,0.2921,-0.0747,0.3015,2.0743,0.8219,-0.3808,0.2401,0.4502,3.7988,nan
0.5001,-1.6916,0.6756,0.2996,-0.0891,0.3126,2.0352,0.8517,-0.3950,0.2720,0.4795,3.7310,nan
0.6002,-1.6633,0.6693,0.2795,-0.0736,0.2890,1.9903,0.8753,-0.4301,0.2366,0.4908,3.6593,nan
0.7000,-1.6348,0.6596,0.2756,-0.1094,0.2965,1.9537,0.8976,-0.3943,0.2207,0.4519,3.5964,nan
0.7999,-1.6040,0.6469,0.2983,-0.1152,0.3198,1.9086,0.9221,-0.4219,0.2197,0.4757,3.5233,nan
0.9006,-1.5809,0.6351,0.2536,-0.1180,0.2797,1.8610,0.9475,-0.4644,0.2349,0.5204,3.4561,nan
1.0008,-1.5480,0.6242,0.3042,-0.1055,0.3220,1.8201,0.9672,-0.4481,0.2048,0.4927,3.3856,nan
1.1002,-1.5268,0.6133,0.2437,-0.1088,0.2668,1.7728,0.9897,-0.4711,0.2119,0.5165,3.3210,nan
1.2005,-1.5003,0.5961,0.2486,-0.1557,0.2934,1.7261,1.0137,-0.4824,0.2193,0.5299,3.2533,nan
1.3004,-1.4739,0.5827,0.2587,-0.1416,0.2950,1.6846,1.0290,-0.4429,0.1678,0.4737,3.1898,nan
1.4009,-1.4776,0.5492,0.2771,-0.1623,0.3212,1.6323,1.0522,-0.4904,0.1914,0.5264,3.1503,nan
1.5008,-1.4637,0.5321,0.1843,-0.1689,0.2500,1.5899,1.0679,-0.4487,0.1609,0.4767,3.1003,nan
1.6012,-1.4326,0.5175,0.2441,-0.1652,0.2947,1.5416,1.0849,-0.4624,0.1546,0.4876,3.0278,nan
1.7008,-1.4084,0.5029,0.2312,-0.1691,0.2864,1.4917,1.1026,-0.4898,0.1624,0.5160,2.9614,nan
1.8017,-1.3879,0.4821,0.2288,-0.1759,0.2886,1.4448,1.1197,-0.4733,0.1477,0.4958,2.9035,nan
1.9010,-1.3679,0.4600,0.2092,-0.2062,0.2938,1.3949,1.1377,-0.4894,0.1602,0.5150,2.8447,nan
2.0013,-1.3476,0.4420,0.1924,-0.1906,0.2708,1.3187,1.1231,-0.4670,0.1515,0.4909,2.7519,nan
2.1011,-1.3222,0.4224,0.2332,-0.1955,0.3044,1.2679,1.1355,-0.4936,0.1227,0.5086,2.6865,nan
2.2018,-1.3043,0.4002,0.2046,-0.2369,0.3130,1.2251,1.1492,-0.4511,0.1182,0.4664,2.6379,nan
2.3015,-1.2871,0.3785,0.1817,-0.2244,0.2887,1.1768,1.1614,-0.4692,0.1119,0.4824,2.5853,nan
2.4022,-1.2693,0.3557,0.1956,-0.2295,0.3015,1.1291,1.1717,-0.4789,0.1037,0.4900,2.5333,nan
2.5018,-1.2527,0.3355,0.1752,-0.2115,0.2746,1.0840,1.1826,-0.4557,0.0990,0.4663,2.4855,nan
2.6025,-1.2395,0.3124,0.1350,-0.2154,0.2542,1.0372,1.1928,-0.4742,0.0930,0.4832,2.4410,nan
2.7018,-1.2151,0.2875,0.1947,-0.2495,0.3165,0.9937,1.2004,-0.4442,0.0726,0.4501,2.3900,nan
2.8014,-1.2061,0.2611,0.1285,-0.2548,0.2854,0.9482,1.2084,-0.4605,0.0628,0.4647,2.3534,nan
2.9020,-1.1935,0.2332,0.1260,-0.2722,0.3000,0.9039,1.2171,-0.4461,0.0710,0.4517,2.3168,nan
3.0017,-1.1769,0.2089,0.1615,-0.2590,0.3052,0.8617,1.2228,-0.4438,0.0598,0.4478,2.2767,nan
3.1021,-1.1646,0.1822,0.1333,-0.2659,0.2974,0.8212,1.2256,-0.4147,0.0298,0.4158,2.2432,nan
3.2021,-1.1514,0.1571,0.1152,-0.2717,0.2951,0.7745,1.2337,-0.4351,0.0416,0.4371,2.2064,nan
3.3020,-1.1427,0.1254,0.0948,-0.3032,0.3177,0.7336,1.2358,-0.4148,0.0195,0.4152,2.1803,nan
3.4019,-1.1333,0.1004,0.0877,-0.2718,0.2855,0.6901,1.2398,-0.4360,0.0220,0.4365,2.1501,nan
3.5022,-1.1214,0.0705,0.1102,-0.2915,0.3117,0.6504,1.2420,-0.4058,0.0141,0.4060,2.1240,nan
3.6027,-1.1067,0.0455,0.1397,-0.2596,0.2948,0.6122,1.2441,-0.3715,0.0114,0.3717,2.0955,nan
3.7026,-1.1030,0.0164,0.0521,-0.2867,0.2914,0.5685,1.2443,-0.4146,-0.0028,0.4146,2.0740,nan
3.8035,-1.0953,-0.0136,0.0702,-0.2925,0.3008,0.5301,1.2432,-0.3950,-0.0115,0.3952,2.0546,nan
3.9033,-1.0906,-0.0436,0.0521,-0.2988,0.3033,0.4934,1.2428,-0.3723,-0.0117,0.3725,2.0406,nan
4.0027,-1.0845,-0.0713,0.0488,-0.2851,0.2893,0.4537,1.2409,-0.3845,-0.0175,0.3849,2.0219,nan
4.1030,-1.0755,-0.0999,0.0783,-0.2856,0.2962,0.4172,1.2382,-0.3661,-0.0311,0.3674,2.0047,nan
4.2034,-1.0755,-0.1302,0.0130,-0.2993,0.2996,0.3974,1.2255,-0.3816,-0.0346,0.3831,2.0018,nan
4.3034,-1.0708,-0.1578,0.0370,-0.2830,0.2854,0.3605,1.2195,-0.3682,-0.0601,0.3731,1.9864,nan
4.4040,-1.0697,-0.1889,0.0099,-0.3024,0.3026,0.3265,1.2149,-0.3586,-0.0593,0.3635,1.9799,nan
4.5040,-1.0665,-0.2169,0.0253,-0.2865,0.2876,0.2887,1.2099,-0.3776,-0.0503,0.3810,1.9678,nan
4.6040,-1.0422,-0.2687,0.0509,-0.3033,0.3075,0.2518,1.2054,-0.3834,-0.0485,0.3864,1.9615,nan
4.7037,-1.0437,-0.2980,-0.0123,-0.2968,0.2970,0.2137,1.2050,-0.3898,-0.0100,0.3899,1.9597,nan
4.8043,-1.0430,-0.3259,-0.0003,-0.2873,0.2873,0.1734,1.2005,-0.4059,-0.0272,0.4068,1.9518,nan
4.9045,-1.0487,-0.3577,-0.0323,-0.3023,0.3040,0.1274,1.1988,-0.4530,-0.0164,0.4533,1.9508,nan
5.0042,-1.0491,-0.3864,-0.0157,-0.2938,0.2942,0.0884,1.2004,-0.4240,0.0009,0.4241,1.9524,nan
5.1043,-1.0478,-0.4162,0.0104,-0.2950,0.2952,0.0443,1.1997,-0.4415,-0.0034,0.4415,1.9503,nan
5.2050,-1.0543,-0.4462,-0.0593,-0.2950,0.3009,-0.0025,1.2034,-0.4764,0.0154,0.4766,1.9564,nan
5.3053,-1.0595,-0.4740,-0.0652,-0.2851,0.2925,-0.0496,1.2034,-0.4783,0.0060,0.4784,1.9580,nan
5.4043,-1.0659,-0.5024,-0.0648,-0.2830,0.2903,-0.0960,1.2068,-0.4756,0.0250,0.4762,1.9652,nan
5.5047,-1.0721,-0.5324,-0.0699,-0.3021,0.3101,-0.1225,1.2096,-0.4522,0.0286,0.4531,1.9840,nan
5.6049,-1.0750,-0.5588,-0.0454,-0.2789,0.2826,-0.1721,1.2152,-0.4825,0.0464,0.4847,1.9906,nan
5.7051,-1.0818,-0.5874,-0.0583,-0.2778,0.2838,-0.2240,1.2196,-0.4956,0.0447,0.4976,2.0002,nan
5.8050,-1.0931,-0.6163,-0.0910,-0.2850,0.2992,-0.2774,1.2236,-0.5208,0.0362,0.5220,2.0126,nan
5.9048,-1.1061,-0.6423,-0.0943,-0.2727,0.2886,-0.3279,1.2282,-0.5231,0.0424,0.5248,2.0259,nan
6.0058,-1.1155,-0.6692,-0.0946,-0.2711,0.2871,-0.3754,1.2270,-0.4945,0.0015,0.4945,2.0356,nan
6.1062,-1.1279,-0.6978,-0.1077,-0.2700,0.2907,-0.4263,1.2289,-0.4934,0.0008,0.4934,2.0505,nan
6.2057,-1.1407,-0.7254,-0.1402,-0.2635,0.2984,-0.4798,1.2291,-0.5201,-0.0040,0.5201,2.0632,nan
6.3059,-1.1551,-0.7528,-0.1262,-0.2823,0.3092,-0.5306,1.2276,-0.5254,-0.0159,0.5256,2.0766,nan
6.4053,-1.1675,-0.7780,-0.1242,-0.2640,0.2918,-0.5885,1.2279,-0.5597,-0.0087,0.5598,2.0879,nan
6.5059,-1.1848,-0.8037,-0.1535,-0.2585,0.3007,-0.6052,1.2251,-0.5162,-0.0275,0.5170,2.1100,nan
6.6060,-1.2005,-0.8331,-0.1555,-0.2812,0.3213,-0.6599,1.2239,-0.5355,-0.0232,0.5360,2.1269,nan
6.7061,-1.2143,-0.8545,-0.1499,-0.2336,0.2776,-0.7087,1.2187,-0.5209,-0.0469,0.5230,2.1340,nan
6.8056,-1.2328,-0.8770,-0.1712,-0.2284,0.2854,-0.7575,1.2139,-0.5002,-0.0528,0.5030,2.1442,nan
6.9060,-1.2528,-0.9013,-0.1927,-0.2317,0.3014,-0.8140,1.2076,-0.5360,-0.0584,0.5391,2.1540,nan
7.0061,-1.2666,-0.9218,-0.1578,-0.2149,0.2666,-0.8656,1.2029,-0.5240,-0.0564,0.5271,2.1622,nan
7.1067,-1.2878,-0.9478,-0.1817,-0.2392,0.3003,-0.9182,1.1948,-0.5385,-0.0755,0.5438,2.1743,nan
7.2060,-1.3084,-0.9668,-0.2130,-0.1931,0.2875,-0.9594,1.1841,-0.4559,-0.1002,0.4668,2.1791,nan
7.3065,-1.3282,-0.9879,-0.2043,-0.2099,0.2929,-1.0178,1.1783,-0.5078,-0.0873,0.5153,2.1884,nan
7.4065,-1.3492,-1.0080,-0.2076,-0.2042,0.2912,-1.0695,1.1704,-0.5136,-0.0858,0.5207,2.1962,nan
7.5070,-1.3714,-1.0278,-0.2229,-0.2014,0.3004,-1.1104,1.1577,-0.5225,-0.1162,0.5352,2.2010,nan
7.6070,-1.3899,-1.0485,-0.1978,-0.2057,0.2854,-1.1660,1.1465,-0.5442,-0.1162,0.5565,2.2064,nan
7.7076,-1.4326,-1.0649,-0.2320,-0.1718,0.2887,-1.2143,1.1342,-0.5356,-0.1225,0.5494,2.2100,nan
7.8074,-1.4594,-1.0801,-0.2544,-0.1595,0.3003,-1.2643,1.1198,-0.5111,-0.1414,0.5303,2.2086,nan
8.7990,-1.4761,-1.0947,-0.2312,-0.1699,0.2869,-1.3034,1.1102,-0.4929,-0.1308,0.5099,2.2117,nan
8.8076,-1.4992,-1.1117,-0.2312,-0.1704,0.2872,-1.3526,1.0971,-0.4918,-0.1315,0.5091,2.2137,nan
8.8239,-1.5224,-1.1288,-0.2319,-0.1701,0.2876,-1.4013,1.0841,-0.4922,-0.1311,0.5094,2.2162,nan
8.8871,-1.5442,-1.1417,-0.2432,-0.1704,0.2970,-1.4588,1.0611,-0.5142,-0.1642,0.5398,2.2045,nan
8.9732,-1.5791,-1.1659,-0.2266,-0.1561,0.2752,-1.5059,1.0474,-0.4856,-0.1433,0.5063,2.2145,nan
9.0674,-1.6040,-1.1826,-0.2505,-0.1501,0.2920,-1.5512,1.0312,-0.4610,-0.1625,0.4888,2.2145,nan
9.1656,-1.6312,-1.1890,-0.2663,-0.0581,0.2726,-1.6012,1.0137,-0.4852,-0.1783,0.5169,2.2029,nan
9.2649,-1.6626,-1.1915,-0.2981,-0.0364,0.3003,-1.6481,0.9951,-0.4717,-0.1874,0.5076,2.1866,nan
9.3647,-1.6957,-1.1953,-0.3138,-0.0430,0.3167,-1.6918,0.9769,-0.4357,-0.1825,0.4724,2.1722,nan
9.4650,-1.7179,-1.2026,-0.2515,-0.0627,0.2591,-1.7420,0.9563,-0.4788,-0.2034,0.5202,2.1590,nan
9.5651,-1.7533,-1.2048,-0.3100,-0.0309,0.3115,-1.7858,0.9354,-0.4202,-0.2116,0.4705,2.1404,nan
9.6643,-1.7806,-1.2076,-0.2854,-0.0207,0.2861,-1.8337,0.9140,-0.4567,-0.2157,0.5051,2.1223,nan
9.7649,-1.8154,-1.2065,-0.3133,-0.0144,0.3137,-1.8791,0.8928,-0.4552,-0.2181,0.5048,2.1003,nan
9.8656,-1.8447,-1.2076,-0.2983,-0.0110,0.2985,-1.9205,0.8704,-0.4216,-0.2198,0.4755,2.0794,nan
9.9665,-1.8764,-1.2061,-0.3085,0.0045,0.3085,-1.9532,0.8612,-0.4152,-0.2104,0.4655,2.0687,nan
10.0657,-1.9100,-1.2072,-0.3260,0.0073,0.3261,-1.9930,0.8406,-0.3985,-0.2039,0.4476,2.0495,nan
10.1661,-1.9393,-1.2016,-0.3140,0.0444,0.3171,-2.0367,0.8190,-0.3892,-0.1997,0.4375,2.0230,nan
10.2659,-1.9665,-1.1991,-0.2848,0.0313,0.2865,-2.0791,0.8036,-0.4097,-0.1628,0.4409,2.0058,nan
10.3656,-1.9984,-1.1943,-0.2929,0.0450,0.2963,-2.1167,0.7834,-0.3848,-0.1853,0.4271,1.9812,nan
10.4667,-2.0307,-1.1889,-0.3145,0.0515,0.3186,-2.1566,0.7681,-0.3900,-0.1585,0.4210,1.9610,nan
10.5664,-2.0619,-1.1896,-0.3167,0.0339,0.3185,-2.1934,0.7481,-0.3471,-0.1912,0.3963,1.9421,nan
10.6665,-2.0924,-1.1795,-0.3073,0.0881,0.3197,-2.2369,0.7320,-0.4045,-0.1656,0.4371,1.9169,nan
10.7664,-2.1200,-1.1728,-0.2760,0.0811,0.2876,-2.2711,0.7193,-0.3592,-0.1389,0.3851,1.8981,nan
10.8660,-2.1509,-1.1645,-0.3000,0.0831,0.3113,-2.3082,0.7060,-0.3649,-0.1311,0.3877,1.8770,nan
10.9667,-2.1786,-1.1563,-0.2797,0.0776,0.2903,-2.3441,0.6910,-0.3644,-0.1473,0.3930,1.8547,nan
11.0665,-2.2133,-1.1463,-0.3246,0.1066,0.3417,-2.3763,0.6814,-0.3287,-0.1066,0.3455,1.8349,nan
11.1672,-2.2378,-1.1363,-0.2859,0.1042,0.3043,-2.4116,0.6715,-0.3430,-0.0991,0.3571,1.8161,nan
11.2675,-2.2660,-1.1214,-0.2829,0.1364,0.3140,-2.4454,0.6599,-0.3353,-0.1065,0.3518,1.7903,nan
11.3677,-2.2933,-1.1098,-0.2747,0.1231,0.3010,-2.4792,0.6516,-0.3430,-0.0997,0.3572,1.7712,nan
11.4674,-2.3128,-1.0988,-0.2895,0.1145,0.3113,-2.5100,0.6432,-0.3148,-0.0831,0.3256,1.7531,nan
11.5677,-2.3420,-1.0858,-0.2822,0.1445,0.3170,-2.5407,0.6349,-0.2909,-0.0698,0.2991,1.7322,nan
11.6672,-2.3647,-1.0710,-0.2393,0.1514,0.2832,-2.5735,0.6274,-0.3140,-0.0686,0.3214,1.7111,nan
11.7683,-2.3901,-1.0540,-0.2584,0.1617,0.3048,-2.6050,0.6195,-0.3178,-0.0663,0.3247,1.6873,nan
11.8681,-2.4125,-1.0390,-0.2336,0.1533,0.2794,-2.6313,0.6159,-0.2740,-0.0385,0.2767,1.6693,nan
11.9678,-2.4414,-1.0201,-0.2679,0.1755,0.3203,-2.6622,0.6101,-0.2891,-0.0536,0.2940,1.6451,nan
12.0686,-2.4673,-1.0058,-0.2490,0.1699,0.3015,-2.6891,0.6039,-0.2701,-0.0526,0.2751,1.6249,nan
12.1687,-2.4914,-0.9882,-0.2372,0.1809,0.2983,-2.7180,0.6026,-0.2724,-0.0156,0.2729,1.6069,nan
12.2680,-2.5142,-0.9664,-0.2432,0.2036,0.3171,-2.7433,0.6004,-0.2541,-0.0138,0.2545,1.5835,nan
12.3679,-2.5311,-0.9460,-0.1967,0.2039,0.2833,-2.7680,0.5990,-0.2457,-0.0078,0.2458,1.5630,nan
12.4687,-2.5553,-0.9261,-0.2204,0.2018,0.2988,-2.7958,0.5974,-0.2660,-0.0054,0.2660,1.5424,nan
12.5684,-2.5836,-0.9059,-0.2465,0.2151,0.3272,-2.8093,0.5880,-0.2112,0.0077,0.2114,1.5109,nan
12.6688,-2.5984,-0.8862,-0.2105,0.2095,0.2970,-2.8345,0.5897,-0.2157,0.0276,0.2174,1.4947,nan
12.7689,-2.6130,-0.8636,-0.1710,0.2190,0.2779,-2.8627,0.5902,-0.2513,0.0198,0.2521,1.4751,nan
12.8694,-2.6354,-0.8391,-0.2071,0.2417,0.3183,-2.8813,0.5908,-0.2222,0.0133,0.2226,1.4509,nan
12.9696,-2.6559,-0.8201,-0.2050,0.2115,0.2945,-2.8975,0.5939,-0.1803,0.0285,0.1825,1.4344,nan
13.0694,-2.6737,-0.7957,-0.1882,0.2310,0.2979,-2.9188,0.6002,-0.1746,0.0443,0.1801,1.4173,nan
13.1696,-2.6888,-0.7715,-0.1575,0.2432,0.2898,-2.9392,0.6030,-0.1879,0.0402,0.1922,1.3971,nan
13.2692,-2.7021,-0.7439,-0.1473,0.2683,0.3061,-2.9594,0.6094,-0.1811,0.0579,0.1902,1.3776,nan
13.3694,-2.7202,-0.7216,-0.1668,0.2419,0.2938,-2.9766,0.6186,-0.1722,0.0841,0.1916,1.3645,nan
13.4697,-2.7338,-0.6939,-0.1464,0.2701,0.3072,-2.9931,0.6251,-0.1499,0.0975,0.1788,1.3442,nan
13.5700,-2.7463,-0.6724,-0.1183,0.2448,0.2719,-3.0143,0.6330,-0.1837,0.0911,0.2050,1.3326,nan
13.6698,-2.7591,-0.6432,-0.1118,0.2767,0.2984,-3.0245,0.6397,-0.1218,0.0803,0.1459,1.3101,nan
13.7705,-2.7695,-0.6215,-0.1065,0.2398,0.2623,-3.0431,0.6490,-0.1574,0.0914,0.1820,1.2997,nan
13.8703,-2.7820,-0.5931,-0.1132,0.2533,0.2775,-3.0580,0.6600,-0.1608,0.1097,0.1947,1.2831,nan
13.9695,-2.7952,-0.5643,-0.1241,0.2750,0.3017,-3.0678,0.6738,-0.1150,0.1342,0.1768,1.2677,nan
14.0707,-2.8053,-0.5415,-0.0961,0.2585,0.2758,-3.0824,0.6830,-0.1274,0.1315,0.1831,1.2554,nan
14.1709,-2.8111,-0.5128,-0.0646,0.2774,0.2848,-3.0943,0.6957,-0.1158,0.1332,0.1765,1.2413,nan
14.2708,-2.8187,-0.4843,-0.0765,0.2820,0.2922,-3.1078,0.7077,-0.1350,0.1240,0.1833,1.2266,nan
14.3706,-2.8239,-0.4545,-0.0596,0.2925,0.2985,-3.1118,0.7261,-0.0697,0.1680,0.1819,1.2152,nan
14.4715,-2.8336,-0.4282,-0.0836,0.2779,0.2902,-3.1249,0.7396,-0.0953,0.1524,0.1797,1.2035,nan
14.5709,-2.8378,-0.3995,-0.0401,0.2862,0.2890,-3.1308,0.7579,-0.0673,0.1777,0.1900,1.1939,nan
14.6711,-2.8390,-0.3420,-0.0089,0.2972,0.2973,-3.1403,0.7733,-0.0821,0.1651,0.1844,1.1553,nan
14.7717,-2.8432,-0.3145,-0.0304,0.2823,0.2839,-3.1466,0.7922,-0.0663,0.1853,0.1968,1.1475,nan
14.8718,-2.8468,-0.2850,-0.0369,0.2820,0.2844,-3.1514,0.8136,-0.0466,0.2075,0.2127,1.1400,nan
14.9715,-2.8492,-0.2546,-0.0281,0.2962,0.2975,-3.1578,0.8326,-0.0512,0.2009,0.2073,1.1301,nan
15.0715,-2.8493,-0.2292,0.0012,0.2665,0.2665,-3.1625,0.8553,-0.0366,0.2260,0.2289,1.1289,nan
15.1721,-2.8496,-0.1960,0.0059,0.3094,0.3095,-3.1673,0.8760,-0.0379,0.2186,0.2218,1.1181,nan
15.2723,-2.8451,-0.1684,0.0317,0.2870,0.2887,-3.1693,0.9014,-0.0176,0.2488,0.2494,1.1179,nan
15.3722,-2.8408,-0.1410,0.0390,0.2780,0.2807,-3.1717,0.9226,-0.0159,0.2304,0.2309,1.1140,nan
15.4725,-2.8420,-0.1085,0.0233,0.3053,0.3062,-3.1736,0.9491,-0.0064,0.2592,0.2593,1.1084,nan
15.5717,-2.8400,-0.0778,0.0359,0.3037,0.3058,-3.1758,0.9702,-0.0115,0.2323,0.2326,1.1005,nan
15.6725,-2.8326,-0.0514,0.0601,0.2825,0.2888,-3.1777,0.9997,-0.0128,0.2590,0.2593,1.1063,nan
15.7723,-2.8265,-0.0207,0.0601,0.2991,0.3050,-3.1737,1.0290,0.0296,0.2874,0.2889,1.1057,nan
15.8722,-2.8209,0.0068,0.0579,0.2863,0.2921,-3.1749,1.0543,0.0176,0.2750,0.2756,1.1057,nan
15.9723,-2.8170,0.0317,0.0454,0.2614,0.2653,-3.1690,1.0847,0.0540,0.2994,0.3042,1.1103,nan
16.0727,-2.8062,0.0627,0.0944,0.2809,0.2963,-3.1693,1.1119,0.0314,0.2885,0.2902,1.1102,nan
16.1732,-2.7969,0.0911,0.0999,0.2811,0.2983,-3.1623,1.1413,0.0652,0.2980,0.3050,1.1120,nan
16.2731,-2.7834,0.1174,0.1133,0.2715,0.2942,-3.1586,1.1769,0.0633,0.3412,0.3470,1.1239,nan
16.3726,-2.7721,0.1445,0.1136,0.2719,0.2947,-3.1521,1.2085,0.0724,0.3294,0.3373,1.1298,nan
16.4731,-2.7626,0.1712,0.1041,0.2607,0.2807,-3.1465,1.2423,0.0573,0.3410,0.3458,1.1378,nan
16.5736,-2.7518,0.1983,0.1211,0.2615,0.2882,-3.1396,1.2781,0.0721,0.3570,0.3642,1.1473,nan
16.6733,-2.7369,0.2234,0.1399,0.2453,0.2824,-3.1294,1.3130,0.0900,0.3520,0.3633,1.1581,nan
16.7729,-2.7208,0.2489,0.1537,0.2520,0.2952,-3.1088,1.3601,0.1096,0.3700,0.3859,1.1770,nan
16.8743,-2.7097,0.2744,0.1176,0.2549,0.2808,-3.0967,1.3977,0.1248,0.3673,0.3879,1.1881,nan
16.9734,-2.6942,0.3006,0.1443,0.2596,0.2971,-3.0907,1.4364,0.0857,0.3852,0.3946,1.2030,nan
17.0733,-2.6798,0.3239,0.1486,0.2460,0.2874,-3.0754,1.4754,0.1350,0.3950,0.4175,1.2175,nan
17.1741,-2.6621,0.3487,0.1727,0.2438,0.2988,-3.0633,1.5157,0.1335,0.4063,0.4277,1.2341,nan
17.2731,-2.6438,0.3669,0.1777,0.1953,0.2641,-3.0488,1.5584,0.1440,0.4178,0.4420,1.2585,nan
17.3739,-2.6257,0.3927,0.1799,0.2410,0.3007,-3.0352,1.6004,0.1465,0.4244,0.4490,1.2752,nan
17.4732,-2.6109,0.4117,0.1677,0.2186,0.2755,-3.0236,1.6394,0.1390,0.4216,0.4439,1.2953,nan
17.5741,-2.5904,0.4362,0.1982,0.2071,0.2866,-3.0040,1.6871,0.1693,0.4403,0.4717,1.3175,nan
17.6745,-2.5695,0.4570,0.2180,0.2093,0.3023,-2.9870,1.7294,0.1810,0.4481,0.4832,1.3391,nan
17.7737,-2.5488,0.4756,0.2050,0.1945,0.2826,-2.9714,1.7772,0.1702,0.4535,0.4844,1.3685,nan
17.8744,-2.5157,0.5225,0.2270,0.1843,0.2924,-2.9528,1.8227,0.1736,0.4439,0.4767,1.3718,nan
17.9753,-2.4966,0.5466,0.2102,0.2080,0.2957,-2.9338,1.8712,0.1919,0.4768,0.5140,1.3949,nan
18.0747,-2.4749,0.5629,0.2306,0.1731,0.2883,-2.9140,1.9180,0.2068,0.4843,0.5266,1.4245,nan
18.1752,-2.4514,0.5813,0.2363,0.1588,0.2847,-2.8901,1.9687,0.2279,0.4925,0.5427,1.4551,nan
18.2741,-2.4287,0.5955,0.2348,0.1512,0.2793,-2.8732,2.0135,0.2013,0.4727,0.5137,1.4861,nan
18.3751,-2.4008,0.6139,0.2526,0.1652,0.3018,-2.8454,2.0643,0.2466,0.4843,0.5435,1.5170,nan
18.4743,-2.3756,0.6291,0.2553,0.1581,0.3003,-2.8231,2.1117,0.2385,0.4818,0.5376,1.5486,nan
18.5746,-2.3519,0.6463,0.2473,0.1413,0.2849,-2.8013,2.1621,0.2262,0.4890,0.5388,1.5810,nan
18.6743,-2.3254,0.6627,0.2641,0.1467,0.3021,-2.7813,2.1953,0.1513,0.1746,0.2311,1.5990,nan
18.7748,-2.2968,0.6726,0.2774,0.1334,0.3078,-2.7460,2.1471,0.0888,0.0010,0.0888,1.5414,nan
18.8744,-2.2702,0.6830,0.2706,0.1138,0.2936,-2.7472,2.1434,0.0269,0.0073,0.0279,1.5363,nan
18.9748,-2.2446,0.6985,0.2584,0.1317,0.2900,-2.7419,2.1470,0.0238,0.0356,0.0428,1.5315,nan
19.0745,-2.2138,0.7101,0.2953,0.1043,0.3132,-2.7427,2.1438,-0.1020,0.0457,0.1118,1.5281,nan
19.1753,-2.1863,0.7190,0.3021,0.0888,0.3149,-2.7442,2.1440,-0.0082,-0.0183,0.0200,1.5303,nan
19.2752,-2.1584,0.7256,0.2890,0.0735,0.2982,-2.7405,2.1438,0.0504,-0.0162,0.0530,1.5330,nan
19.3762,-2.1269,0.7343,0.3146,0.0767,0.3238,-2.7369,2.1460,-0.0144,0.0765,0.0779,1.5379,nan
19.4760,-2.0985,0.7439,0.2963,0.0871,0.3088,-2.7331,2.1439,0.0098,0.0042,0.0106,1.5371,nan
19.5772,-2.0680,0.7522,0.2901,0.0659,0.2975,-2.7376,2.1449,-0.0107,0.0130,0.0169,1.5453,nan
19.6756,-2.0345,0.7566,0.3197,0.0440,0.3227,-2.7304,2.1419,0.0851,-0.0423,0.0950,1.5503,nan
19.7760,-2.0047,0.7605,0.3108,0.0362,0.3129,-2.7344,2.1454,0.0876,-0.0101,0.0881,1.5654,nan
19.8766,-1.9737,0.7659,0.3110,0.0452,0.3143,-2.7384,2.1430,0.0026,-0.0272,0.0273,1.5752,nan
19.9765,-1.9422,0.7704,0.3305,0.0472,0.3339,-2.7357,2.1431,-0.0354,0.0189,0.0401,1.5855,nan
20.0763,-1.9095,0.7744,0.3318,0.0209,0.3324,-2.7329,2.1431,-0.0043,0.0003,0.0044,1.5973,nan
20.1765,-1.8778,0.7730,0.3266,-0.0048,0.3266,-2.7342,2.1436,-0.0264,0.0334,0.0426,1.6162,nan
20.2769,-1.8440,0.7748,0.3331,0.0081,0.3332,-2.7334,2.1427,0.0053,0.0157,0.0165,1.6317,nan
20.3770,-1.8146,0.7758,0.3207,0.0098,0.3209,-2.7330,2.1434,0.0177,-0.0143,0.0227,1.6473,nan
20.4765,-1.7833,0.7757,0.3164,-0.0000,0.3164,-2.7289,2.1432,0.0155,-0.0120,0.0196,1.6626,nan
20.5767,-1.7488,0.7766,0.3542,-0.0080,0.3543,-2.7301,2.1432,0.0107,-0.0008,0.0107,1.6825,nan
20.6768,-1.7214,0.7715,0.3023,-0.0416,0.3052,-2.7306,2.1436,0.0133,0.0068,0.0149,1.7032,nan
20.7773,-1.6934,0.7672,0.2840,-0.0485,0.2881,-2.7299,2.1416,0.0053,-0.0190,0.0197,1.7215,nan
20.8777,-1.6591,0.7655,0.3218,-0.0309,0.3233,-2.7299,2.1413,0.0084,-0.0050,0.0098,1.7434,nan
20.9768,-1.6570,0.7709,0.2763,-0.0399,0.2792,-2.7270,2.1411,0.0258,-0.0155,0.0301,1.7385,nan
21.0770,-1.6193,0.7687,0.3373,-0.0497,0.3409,-2.7206,2.1423,0.0433,-0.0239,0.0495,1.7606,nan
21.1773,-1.5939,0.7584,0.2851,-0.0928,0.2998,-2.7222,2.1438,0.0056,0.0006,0.0057,1.7867,nan
